ID,Name,Fundkategorie,Link
2730,"Haltern (Grundstück Germanicusstraße 2-4, Nordostecke, beim Planieren)",,iDAI gazetteer
2731,"Haltern (Grube 24, Grundstück Schulz)",,iDAI gazetteer
2732,"Haltern (Grube 51, Grundstück Schulz)",,iDAI gazetteer
2733,"Haltern (Grube 174, Grundstück Schulz)",,iDAI gazetteer
2734,"Haltern (Grundstück Schulz, Fp. 122)",,iDAI gazetteer
2735,"Haltern (Grundstück Bohmert, Fp. 1)",,iDAI gazetteer
2736,"Haltern (Grundstück Bohmert, Fp. 3)",,iDAI gazetteer
2737,"Haltern (Grundstück Bohmert, beim Planieren)",,iDAI gazetteer
2738,Haltern (Fp. 52 N/ 442 W),,iDAI gazetteer
2739,Haltern (Fp. 62 N/ 443 W),,iDAI gazetteer
2740,Haltern (Fp. 52 N/ 443 W),,iDAI gazetteer
2741,"Haltern (Fp. 50,5 N/ 441,5 W)",,iDAI gazetteer
2742,Haltern (Fp. 54 N/ 442 W),,iDAI gazetteer
2743,Haltern (Fp. 55 N/ 442 W),,iDAI gazetteer
2744,Haltern (Grube 6),,iDAI gazetteer
2745,Haltern (Grube 61),,iDAI gazetteer
2746,Haltern (Grube 60),,iDAI gazetteer
2747,Haltern (Fp. 90 N/ 430 W),,iDAI gazetteer
2748,Haltern (Fp. 100),,iDAI gazetteer
2749,Haltern (Fp. 81 N/ 432 W),,iDAI gazetteer
2750,Haltern (Grube 24 w),,iDAI gazetteer
2751,Haltern (Fp. 8 N/ 402 W),,iDAI gazetteer
2752,Haltern (Fp. 24 N/ 404 W),,iDAI gazetteer
2753,"Haltern (Fp. 6 N/ 406,5 W)",,iDAI gazetteer
2754,Haltern (Fp. 98 N/ 414 W),,iDAI gazetteer
2755,Haltern (Fp. 9 N/ 417 W),,iDAI gazetteer
2756,"Haltern (Fp. 93,5 N/ 406 W)",,iDAI gazetteer
2757,Haltern (Fp. 55 N/ 424 W),,iDAI gazetteer
2758,Haltern (Grube 350),,iDAI gazetteer
2759,"Haltern (Planum F, beim Planieren)",,iDAI gazetteer
2760,Haltern (Fp. 26 N/ 414 W),,iDAI gazetteer
2761,"Haltern (Fp. 16 N/ 412,5 W)",,iDAI gazetteer
2762,Haltern (Fp. 9 N/ 426 W),,iDAI gazetteer
2763,Haltern (Grube 400),,iDAI gazetteer
2764,Haltern (Grube 458),,iDAI gazetteer
2765,Haltern (Fp. 11 N/ 442 W),,iDAI gazetteer
2766,Haltern (Fp. 22 N/ 476 W),,iDAI gazetteer
2767,Haltern (Fp. 38 N/ 471 W),,iDAI gazetteer
2768,Haltern (Grube 558 a),,iDAI gazetteer
2769,Haltern (Fp. 63 N/ 478 W),,iDAI gazetteer
2770,Haltern (Fp. 63 N/ 482 W),,iDAI gazetteer
2771,Haltern (Fp. 72 N/ 475 W),,iDAI gazetteer
2772,Haltern (Fp. 34 N/ 460 W),,iDAI gazetteer
2773,"Haltern (Grube 29, Grundstück Schulz)",,iDAI gazetteer
2774,Haltern (Fp. 33 N/ 454 W),,iDAI gazetteer
2775,Haltern (Fp. 10 N/ 441 W),,iDAI gazetteer
2776,"Haltern (Hauptlager, Mittelteil, Suchgraben 3)",,iDAI gazetteer
2777,"Haltern (Grundstück Fiena, nördl. Hauptlager, Abraum)",,iDAI gazetteer
2778,"Haltern (Hauptlager, südl. Lagernordseite, beim Planieren)",,iDAI gazetteer
2779,Haltern (Fp. 11),,iDAI gazetteer
2780,"Haltern (Hauptlager, Grabungen 1933-1934)",,iDAI gazetteer
2781,"Haltern (Hauptlager, Grabung September-Oktober 1949)",,iDAI gazetteer
2782,"Haltern (Suchschnitt 1, nördl. Legatenhaus)",,iDAI gazetteer
2783,"Haltern (Grundstück Dahm, Grube 17)",,iDAI gazetteer
2784,Haltern (Nähe Haus Bohmert),,iDAI gazetteer
2785,Haltern (Grube 27),,iDAI gazetteer
2786,"Haltern (Augustusstraße 15, Grube 16)",,iDAI gazetteer
2787,"Haltern (Augustusstraße 15, Grube 161)",,iDAI gazetteer
2788,"Haltern (Arminiusstraße 13, Grube 1)",,iDAI gazetteer
2789,"Haltern (Arminiusstraße 13, Fp. 56)",,iDAI gazetteer
2790,"Haltern (Augustusstraße 15, Fp. 129)",,iDAI gazetteer
2791,"Haltern (Augustusstraße 15, Grube 171 A)",,iDAI gazetteer
2792,"Haltern (Arminiusstraße 13, Grube 3)",,iDAI gazetteer
2793,"Haltern (Arminiusstraße 13, Fp. 65)",,iDAI gazetteer
2794,"Haltern (Grube 10, Grundstück Bohmert)",,iDAI gazetteer
2795,"Haltern (Grundstück Schulz, Fp. 10)",,iDAI gazetteer
2796,Haltern (Fp. 95 N/ 395 W),,iDAI gazetteer
2797,Haltern (Fp. 20 N/ 400 W),,iDAI gazetteer
2798,Haltern (Fp. 31 N/ 454 W),,iDAI gazetteer
2799,"Haltern (Arminiusstraße 13, Fp. 83)",,iDAI gazetteer
2800,"Haltern (Grundstück Schulz, Fp. 19)",,iDAI gazetteer
2801,Haltern (Grube 205),,iDAI gazetteer
2802,Haltern (Grube 337),,iDAI gazetteer
2803,Haltern (Fp. 47 N/ 451 W),,iDAI gazetteer
2804,Haltern (Fp. 13 N/ 429 W),,iDAI gazetteer
2805,Haltern (Grube 327),,iDAI gazetteer
2806,"Haltern (Arminiusstraße, Böschung)",,iDAI gazetteer
2807,"Haltern (Augustusstraße 15, Grube 186 E)",,iDAI gazetteer
2808,Haltern (Grube 28),,iDAI gazetteer
2809,"Haltern (Grundstück Schulz, Fp. 11)",,iDAI gazetteer
2810,Haltern (Fp. 84 N/ 134 W),,iDAI gazetteer
2811,"Haltern (Grube 54, Grundstück Schulz)",,iDAI gazetteer
2812,Haltern (Fp. 19 N/ 472 W),,iDAI gazetteer
2813,Haltern (Fp. 67 N/ 477 W),,iDAI gazetteer
2814,Haltern (Grube 588),,iDAI gazetteer
2815,Haltern (Grube 100 A),,iDAI gazetteer
2816,"Haltern (Augustusstraße 15, Grube 65)",,iDAI gazetteer
2817,Haltern (Fp. 45 N/ 468 W),,iDAI gazetteer
2818,Haltern (Grube 376),,iDAI gazetteer
2819,Haltern (Grube 386),,iDAI gazetteer
2820,Haltern (Grube 533 a),,iDAI gazetteer
2821,Haltern (Fp. 44 N/ 476 W),,iDAI gazetteer
2822,Haltern (Fp. 33 N/ 464 W),,iDAI gazetteer
2823,Haltern (Fp. 37),,iDAI gazetteer
2824,Haltern (Fp. 3),,iDAI gazetteer
2825,"Haltern (Augustusstraße 15, Wassergraben)",,iDAI gazetteer
2826,"Haltern (Grundstück Schulz, Fp. 13)",,iDAI gazetteer
2827,Haltern (Fp. 55 N/ 443 W),,iDAI gazetteer
2828,Haltern (Fp. 48 N/ 447 W),,iDAI gazetteer
2829,Haltern (Grube 179),,iDAI gazetteer
2830,"Haltern (Fp. 4 N/ 401,5 W)",,iDAI gazetteer
2831,Haltern (Fp. 26 N/ 399 W),,iDAI gazetteer
2832,Haltern (Fp. 98 N/ 407 W),,iDAI gazetteer
2833,Haltern (Fp. 12 N/ 420 W),,iDAI gazetteer
2834,Haltern (Grube 88),,iDAI gazetteer
2835,"Haltern (Feldlager, nördl. Mittelteil)",,iDAI gazetteer
2836,Haltern (Grube 17),,iDAI gazetteer
2837,Haltern (Grube 47),,iDAI gazetteer
2838,Haltern (Grube 62),,iDAI gazetteer
2839,Haltern (Grube 100),,iDAI gazetteer
2840,"Haltern (Armamentarium, Grube 1)",,iDAI gazetteer
2841,Haltern (Grube 278),,iDAI gazetteer
2842,Haltern (Grube 359),,iDAI gazetteer
2843,"Haltern (Hauptlager, alte Ostfront, beim Planieren)",,iDAI gazetteer
2844,Haltern (Fp. 74),,iDAI gazetteer
2845,Haltern (Fp. 78),,iDAI gazetteer
2846,Haltern (Grube 98),,iDAI gazetteer
2847,Haltern (Fp. 165),,iDAI gazetteer
2848,Haltern (Grube 86),,iDAI gazetteer
2849,"Haltern (Arminiusstraße 13, Fp. 5)",,iDAI gazetteer
2850,"Haltern (Arminiusstraße 13, Fp. 57)",,iDAI gazetteer
2851,"Haltern (Arminiusstraße 13, Grube 22)",,iDAI gazetteer
2852,"Haltern (Arminiusstraße 13, Grube 84)",,iDAI gazetteer
2853,"Haltern (Augustusstraße 15, Fp. 128)",,iDAI gazetteer
2854,"Haltern (Augustusstraße 15, Fp. 131)",,iDAI gazetteer
2855,"Haltern (Augustusstraße 15, Fp. 137)",,iDAI gazetteer
2856,"Haltern (Augustusstraße 15, Fp. 144)",,iDAI gazetteer
2857,"Haltern (Augustusstraße 15, Grube 1)",,iDAI gazetteer
2858,"Haltern (Augustusstraße 15, Grube 24 c)",,iDAI gazetteer
2859,"Haltern (Augustusstraße 15, Grube 180)",,iDAI gazetteer
2860,"Haltern (Augustusstraße 15, Grube 186 c)",,iDAI gazetteer
2861,"Haltern (Augustusstraße 15, Grube 190)",,iDAI gazetteer
2862,"Haltern (Augustusstraße 15, Grube 172)",,iDAI gazetteer
2863,"Haltern (Augustusstraße 15, Grube 174)",,iDAI gazetteer
2864,"Haltern (Augustusstraße 15, Grube 204 B)",,iDAI gazetteer
2865,"Haltern (Grundstück Bohmert, Fp. 4)",,iDAI gazetteer
2866,"Haltern (Grundstück Schulz, Fp. 20)",,iDAI gazetteer
2867,"Haltern (Grube 40, Grundstück Schulz)",,iDAI gazetteer
2868,Haltern (Fp. 53 N/ 450 W),,iDAI gazetteer
2869,Haltern (Fp. 86 N/ 459 W),,iDAI gazetteer
2870,Haltern (Grube 55),,iDAI gazetteer
2871,Haltern (Grube 20 c),,iDAI gazetteer
2872,Haltern (Grube 106),,iDAI gazetteer
2873,Haltern (Fp. 94 N/ 456 W),,iDAI gazetteer
2874,Haltern (Fp. 92 N/ 437 W),,iDAI gazetteer
2875,Haltern (Fp. 89 N/ 441 W),,iDAI gazetteer
2876,Haltern (Fp. 88 N/ 427 W),,iDAI gazetteer
2877,Haltern (Grube 215),,iDAI gazetteer
2878,Haltern (Fp. 5 N/ 407 W),,iDAI gazetteer
2879,Haltern (Fp. 17 N/405 W),,iDAI gazetteer
2880,Haltern (Fp. 5 N/ 404 W),,iDAI gazetteer
2881,Haltern (Fp. 8 N/ 398-402 W),,iDAI gazetteer
2882,Haltern (Fp. 14 N/ 404 W),,iDAI gazetteer
2883,Haltern (Fp. 4 N/ 404 W),,iDAI gazetteer
2884,"Haltern (Fp. 13 N/ 403,5 W)",,iDAI gazetteer
2885,"Haltern (Fp. 9,5 N/ 400 W)",,iDAI gazetteer
2886,Haltern (Fp. 77 N/ 419 W),,iDAI gazetteer
2887,Haltern (Fp. 99 N/ 437 W),,iDAI gazetteer
2888,Haltern (Fp. 33 N/ 429 W),,iDAI gazetteer
2889,Haltern (Grube 297),,iDAI gazetteer
2890,Haltern (Grube 300),,iDAI gazetteer
2891,Haltern (Grube 334),,iDAI gazetteer
2892,"Haltern (Fp. 53 N/ 414,5 W)",,iDAI gazetteer
2893,Haltern (Fp. 66 N/ 416 W),,iDAI gazetteer
2894,Haltern (Fp. 40 N/ 415 W),,iDAI gazetteer
2895,"Haltern (Fp. 53 N/ 415,5 W)",,iDAI gazetteer
2896,Haltern (Grube 357),,iDAI gazetteer
2897,Haltern (Fp. 66 N/ 408 W),,iDAI gazetteer
2898,Haltern (Grube 361 b),,iDAI gazetteer
2899,Haltern (Fp. 34 N/ 414 W),,iDAI gazetteer
2900,Haltern (Fp. 19 N/ 417 W),,iDAI gazetteer
2901,"Haltern (Fp. 52 N/ 414,5 W)",,iDAI gazetteer
2902,Haltern (Fp. 51 N/ 418 W),,iDAI gazetteer
2903,Haltern (Fp. 12 N/ 430 W),,iDAI gazetteer
2904,Haltern (Fp. 32 N/ 434 W),,iDAI gazetteer
2905,"Haltern (Fp. 20 N/ 419,5 W)",,iDAI gazetteer
2906,Haltern (Fp. 19 N/ 414 W),,iDAI gazetteer
2907,Haltern (Fp. 32 N/ 420 W),,iDAI gazetteer
2908,Haltern (Grube 417 c),,iDAI gazetteer
2909,Haltern (Grube 441),,iDAI gazetteer
2910,Haltern (Grube 422),,iDAI gazetteer
2911,Haltern (Grube 466),,iDAI gazetteer
2912,Haltern (Grube 453),,iDAI gazetteer
2913,Haltern (Fp. 38 N/ 456 W),,iDAI gazetteer
2914,Haltern (Fp. 34 N/ 464 W),,iDAI gazetteer
2915,Haltern (Fp. 33 N/ 455 W),,iDAI gazetteer
2916,Haltern (Grube 476),,iDAI gazetteer
2917,Haltern (Grube 478),,iDAI gazetteer
2918,Haltern (Grube 482),,iDAI gazetteer
2919,Haltern (Grube 503),,iDAI gazetteer
2920,Haltern (Grube 553),,iDAI gazetteer
2921,Haltern (Fp. 66 N/ 475 W),,iDAI gazetteer
2922,"Haltern (Arminiusstraße, Grundstück Keller, Fundamentgraben)",,iDAI gazetteer
2923,Haltern (Grube 63),,iDAI gazetteer
2924,"Haltern (Arminiusstraße, Erweiterung, Grube 210)",,iDAI gazetteer
2925,"Haltern (Uferkastell, Baracken am Osttor, 3./4. Phase)",,iDAI gazetteer
2926,"Haltern (Arminiusstraße, Grube 41)",,iDAI gazetteer
2927,"Haltern (Arminiusstraße, Grube 11)",,iDAI gazetteer
2928,Haltern (Grube 14),,iDAI gazetteer
2929,"Haltern (Augustusstraße 15, Grube 6)",,iDAI gazetteer
2930,"Haltern (Augustusstraße 15, Grube 27 B)",,iDAI gazetteer
2931,"Haltern (Augustusstraße 15, Grube 184)",,iDAI gazetteer
2932,"Haltern (Augustusstraße 15, Fp. 130)",,iDAI gazetteer
2933,"Haltern (Grundstück Schulz, Fp. 16)",,iDAI gazetteer
2934,"Haltern (Grundstück Schulz, Fp. 18)",,iDAI gazetteer
2935,"Haltern (Grube 178, Grundstück Schulz)",,iDAI gazetteer
2936,"Haltern (Grube 192, Grundstück Schulz)",,iDAI gazetteer
2937,"Haltern (Thusneldastraße, nördl Hauptlager)",,iDAI gazetteer
2938,Haltern (Fp. 43 N/ 462 W),,iDAI gazetteer
2939,Haltern (Fp. 61 N/ 457 W),,iDAI gazetteer
2940,Haltern (Fp. 40 N/ 452 W),,iDAI gazetteer
2941,Haltern (Fp. 40 N/ 457 W),,iDAI gazetteer
2942,Haltern (Fp. 92 N/ 430 W),,iDAI gazetteer
2943,Haltern (Fp. 94 N/ 433 W),,iDAI gazetteer
2944,Haltern (Fp. 93 N/ 462 W),,iDAI gazetteer
2945,Haltern (Grube 80),,iDAI gazetteer
2946,Haltern (Fp. 13 N/ 403 W),,iDAI gazetteer
2947,Haltern (Fp. 16 N/ 403 W),,iDAI gazetteer
2948,Haltern (Fp. 60 N/429 W),,iDAI gazetteer
2949,Haltern (Fp. 20 N/ 404 W),,iDAI gazetteer
2950,Haltern (Grube 304),,iDAI gazetteer
2951,Haltern (Grube 307),,iDAI gazetteer
2952,"Haltern (Fp. 60 N/ 414,5 W)",,iDAI gazetteer
2953,"Haltern (Fp. 69,5 N/ 402 W)",,iDAI gazetteer
2954,Haltern (Fp. 11 N/ 429 W),,iDAI gazetteer
2955,Haltern (Fp. 34 N/ 416 W),,iDAI gazetteer
2956,Haltern (Fp. 34 N/ 438 W),,iDAI gazetteer
2957,Haltern (Grube 417 b),,iDAI gazetteer
2958,Haltern (Grube 467),,iDAI gazetteer
2959,Haltern (Fp. 32 N/ 459 W),,iDAI gazetteer
2960,Haltern (Fp. 34 N/ 467 W),,iDAI gazetteer
2961,Haltern (Grube 492),,iDAI gazetteer
2962,Haltern (Grube 515),,iDAI gazetteer
2963,Haltern (Fp. 23 N/ 454 W),,iDAI gazetteer
2964,Haltern (Fp. 35 N/ 475 W),,iDAI gazetteer
2965,Haltern (Fp. 28 N/ 479 W),,iDAI gazetteer
2966,Haltern (Fp. 39 N/ 472 W),,iDAI gazetteer
2967,Haltern (Grube 551),,iDAI gazetteer
2968,Haltern (Fp. 41 N/ 474 W),,iDAI gazetteer
2969,Haltern (Grube 580 a),,iDAI gazetteer
2970,Haltern (Grube 581),,iDAI gazetteer
2971,"Haltern (Wassergraben, via principalis)",,iDAI gazetteer
2972,"Haltern (Grundstück Schulz, Fp. 114)",,iDAI gazetteer
2973,Haltern (Fp. 53 N/ 415 W),,iDAI gazetteer
2974,Haltern (Fp. 37 N/ 448 W),,iDAI gazetteer
2975,"Haltern (Anlegeplatz, Grube I)",,iDAI gazetteer
2976,"Haltern (Anlegeplatz, Grube II)",,iDAI gazetteer
2977,"Haltern (Anlegeplatz, Fundstelle III)",,iDAI gazetteer
2978,"Haltern (Fp. 4 N/ 405,5 W)",,iDAI gazetteer
2979,Haltern (Grube 387),,iDAI gazetteer
2980,Haltern (Fp. 11 N/ 402 W),,iDAI gazetteer
2981,Haltern (Fp. 1 N/ 407 W),,iDAI gazetteer
2982,Haltern (Grube 457),,iDAI gazetteer
2983,Haltern (Fp. 54 N/ 441 W),,iDAI gazetteer
2984,Haltern (Fp. 84 N/ 412 W),,iDAI gazetteer
2985,Haltern (Fp. 14 N/ 430 W),,iDAI gazetteer
2986,Haltern (Fp. 19 N/ 404 W),,iDAI gazetteer
2987,Haltern (Fp. 10 N/ 434 W),,iDAI gazetteer
2988,"Haltern (Grundstück Stelter, A 69)",,iDAI gazetteer
2989,"Haltern (Arminiusstraße, Grube 249)",,iDAI gazetteer
2990,"Haltern (Feldlager, außerhalb des Grabens)",,iDAI gazetteer
2991,"Haltern (Suchgraben 2, nördl. Legatenhaus)",,iDAI gazetteer
2992,"Haltern (Arminiusstraße, Grube 220)",,iDAI gazetteer
2993,"Haltern (Arminiusstraße, Grube 216)",,iDAI gazetteer
2994,"Haltern (Arminiusstraße, Grube 210)",,iDAI gazetteer
2995,"Haltern (Grundstück Stelter, A 58)",,iDAI gazetteer
2996,"Haltern (Arminiusstraße, A 6, beim Planieren)",,iDAI gazetteer
2997,"Haltern (Arminiusstraße, Grube 12)",,iDAI gazetteer
2998,"Haltern (Arminiusstraße, Grube 200)",,iDAI gazetteer
2999,"Haltern (Arminiusstraße, Grube 245)",,iDAI gazetteer
3000,"Haltern (Arminiusstraße, westl. Armamentarium, Grube 492)",,iDAI gazetteer
3001,"Haltern (Grundstück Thiemann, Grube 19)",,iDAI gazetteer
3002,"Haltern (Arminiusstraße, Grube 279)",,iDAI gazetteer
3003,"Haltern (Arminiusstraße 32, Schmitt)",,iDAI gazetteer
3004,Haltern (Grundstück Stelter),,iDAI gazetteer
3005,"Haltern (Grundstück Thiemann, Grube 15)",,iDAI gazetteer
3006,"Haltern (Garten, Onnebrink-Schäfer, beim Planieren)",,iDAI gazetteer
3007,"Haltern (Grundstück Stelter, A 40)",,iDAI gazetteer
3008,"Haltern (Grundstück Dahm, Grube 4)",,iDAI gazetteer
3009,"Haltern (Grundstück Stelter, Grube 60)",,iDAI gazetteer
3010,"Haltern (Arminiusstraße, Grundstück Keller, Grube 362)",,iDAI gazetteer
3011,"Haltern (Arminiusstraße, Grube 7)",,iDAI gazetteer
3012,"Haltern (Arminiusstraße, Grube 202)",,iDAI gazetteer
3013,"Haltern (Aminiusstraße, Grube 265)",,iDAI gazetteer
3014,"Haltern (Aminiusstraße, Grube 268)",,iDAI gazetteer
3015,"Haltern (Aminiusstraße, Grube 275)",,iDAI gazetteer
3016,"Haltern (Arminiusstraße, Grundstück Keller, Grube 355)",,iDAI gazetteer
3017,"Haltern (Arminiusstraße, Grundstück Keller, Garten)",,iDAI gazetteer
3018,"Haltern (Grundstück Stelter, A 110)",,iDAI gazetteer
3019,"Haltern (Grundstück Stelter, Fp. 78)",,iDAI gazetteer
3020,"Haltern (Arminiusstraße, Grube 514)",,iDAI gazetteer
3021,"Haltern (Flavusstraße, neuer Kindergarten)",,iDAI gazetteer
3022,"Haltern (Arminiusstraße, Grube 468)",,iDAI gazetteer
3023,"Haltern (Grundstück Stelter, Fp. 17)",,iDAI gazetteer
3024,"Haltern (Arminiusstraße, A 6)",,iDAI gazetteer
3025,"Haltern (Arminiusstraße, westl. Armamentarium, Grube 507)",,iDAI gazetteer
3026,"Haltern (Aminiusstraße, Baugrube Thiemann)",,iDAI gazetteer
3027,"Haltern (Grundstück Stelter, A 16)",,iDAI gazetteer
3028,"Haltern (Aminiusstraße, Grube 267)",,iDAI gazetteer
3029,"Haltern (Hauplager, Römische Falschmünzerform)",,iDAI gazetteer
3030,Brockshus,,iDAI gazetteer
3031,Visbeck,,iDAI gazetteer
3032,Bad Fallingbostel,,iDAI gazetteer
3033,Berlin-Heiligensee,Einzelfund,iDAI gazetteer
3034,Geeste,,iDAI gazetteer
3035,Listrup,,iDAI gazetteer
3036,Rethem (Aller),,iDAI gazetteer
3037,Hankensbüttel,,iDAI gazetteer
3038,Bardowick,,iDAI gazetteer
3039,Groß Elbe,,iDAI gazetteer
3040,Segeste,,iDAI gazetteer
3041,Sievern,,iDAI gazetteer
3042,Groß Meckelsen,Einzelfund,iDAI gazetteer
3043,Grube 525,,iDAI gazetteer
3044,Nahe der Fundstelle des 1953 bei Haltern gefundenen Denarschatzes,,iDAI gazetteer
3045,Über die Sandschließ,,iDAI gazetteer
3046,Fp. 193 N/337 W,,iDAI gazetteer
3047,Umgebung von Artern,,iDAI gazetteer
3048,Gegend von Bottendorf,,iDAI gazetteer
3049,Bad Frankenhausen,Einzelfund,iDAI gazetteer
3050,Gorsleben,Einzelfund,iDAI gazetteer
3051,Gorsleben (unsichere Angaben),Einzelfund,iDAI gazetteer
3052,Harras/Oberheldrungen,,iDAI gazetteer
3053,Hechendorf,,iDAI gazetteer
3054,Heldrungen,Grabfund,iDAI gazetteer
3055,Oberheldrungen,,iDAI gazetteer
3056,Reinsdorf,,iDAI gazetteer
3057,Sachsenburg,,iDAI gazetteer
3058,Eisenach (Hortfund?),Schatzfund,iDAI gazetteer
3059,Alach,,iDAI gazetteer
3060,Apfelstädt,,iDAI gazetteer
3061,Gegend von Erfurt (sekundäre Fundlage),Grabfund,iDAI gazetteer
3062,Gierstädt,,iDAI gazetteer
3063,Hassleben,Grabfund,iDAI gazetteer
3064,Ingersleben,,iDAI gazetteer
3065,Schlossvippach,,iDAI gazetteer
3066,Vieselbach,,iDAI gazetteer
3067,Windischholzhausen,,iDAI gazetteer
3068,Friemar,,iDAI gazetteer
3069,Goldbach,,iDAI gazetteer
3070,Gotha,,iDAI gazetteer
3071,Gotha (Unsichere Angaben),,iDAI gazetteer
3072,Gotha (Fragwürdige Angaben),,iDAI gazetteer
3073,Gotha-Siebleben,,iDAI gazetteer
3074,Umgebung von Gotha,Einzelfund,iDAI gazetteer
3075,Grabsleben,,iDAI gazetteer
3076,Günthersleben,,iDAI gazetteer
3077,Hohenkirchen,,iDAI gazetteer
3078,Langenhain,,iDAI gazetteer
3079,Leina,,iDAI gazetteer
3080,Mühlberg (Fp. 14),,iDAI gazetteer
3081,Ohrdruf (Unsicher),Einzelfund,iDAI gazetteer
3082,Pferdingsleben,,iDAI gazetteer
3083,Pfullendorf,,iDAI gazetteer
3084,Schwabhausen,,iDAI gazetteer
3085,Seebergen,,iDAI gazetteer
3086,Sonneborn,,iDAI gazetteer
3087,Sundhausen,,iDAI gazetteer
3088,Ülleben,,iDAI gazetteer
3089,Wahlwinkel,,iDAI gazetteer
3090,Wandersleben,,iDAI gazetteer
3091,Wangenheim,,iDAI gazetteer
3092,Westhausen,,iDAI gazetteer
3093,Geismar (Schatzfund),,iDAI gazetteer
3094,Umgebung von Heiligenstadt,,iDAI gazetteer
3095,Ballhausen,,iDAI gazetteer
3096,Bothenheilingen,,iDAI gazetteer
3097,Gräfentonna,,iDAI gazetteer
3098,Gross Ballhausen,,iDAI gazetteer
3099,Gross Ballhausen (Hortfund),,iDAI gazetteer
3100,Grossvargula,,iDAI gazetteer
3101,Mittelsömmern,,iDAI gazetteer
3102,Nägelstedt,,iDAI gazetteer
3103,Neunheilingen,,iDAI gazetteer
3104,Oesterbehringen,,iDAI gazetteer
3105,Ufhoven,,iDAI gazetteer
3106,Weberstedt,,iDAI gazetteer
3107,Felchta,Einzelfund,iDAI gazetteer
3108,Grabe,,iDAI gazetteer
3109,Grossengottern,,iDAI gazetteer
3110,Höngeda,,iDAI gazetteer
3111,Horsmar,,iDAI gazetteer
3112,Kammerforst,,iDAI gazetteer
3113,Körner,,iDAI gazetteer
3114,Marolterode,,iDAI gazetteer
3115,Körner (unsichere Fundgattung),,iDAI gazetteer
3116,Mehrstedt,,iDAI gazetteer
3117,Mühlhausen/Thüringen,,iDAI gazetteer
3118,Mühlhausen/Thüringen (Grabfunde),Grabfund,iDAI gazetteer
3119,Kreisgebiet Mühlhausen,,iDAI gazetteer
3120,Niederdorla,,iDAI gazetteer
3121,Schlotheim,,iDAI gazetteer
3122,Schlotheim (Grabfunde),,iDAI gazetteer
3123,Bei Schlotheim,,iDAI gazetteer
3124,Seebach,,iDAI gazetteer
3125,Windeberg,,iDAI gazetteer
3126,Bleicherode,,iDAI gazetteer
3127,Bachra,,iDAI gazetteer
3128,Bachra (Grabfund),,iDAI gazetteer
3129,Beichlingen,,iDAI gazetteer
3130,Umgebung von Beichlingen,Einzelfund,iDAI gazetteer
3131,Burgwenden,,iDAI gazetteer
3132,Eckstedt,,iDAI gazetteer
3133,Frohndorf,,iDAI gazetteer
3134,Griefstedt,,iDAI gazetteer
3135,Hardisleben,,iDAI gazetteer
3136,Kleinbrembach,,iDAI gazetteer
3137,Kölleda,,iDAI gazetteer
3138,Leubingen,Grabfund,iDAI gazetteer
3139,Olbersleben,,iDAI gazetteer
3140,Olbersleben (Siedlungsfunde),,iDAI gazetteer
3141,Schillingstedt,,iDAI gazetteer
3142,Sömmerda,,iDAI gazetteer
3143,Weissensee,,iDAI gazetteer
3144,Bebra,,iDAI gazetteer
3145,Geschling,,iDAI gazetteer
3146,Grossenehrich,,iDAI gazetteer
3147,Holzthaleben (Hortfund),Schatzfund,iDAI gazetteer
3148,Kleinbrüchter,,iDAI gazetteer
3149,Oberbösa,,iDAI gazetteer
3150,Rockstedt,,iDAI gazetteer
3151,Sondershausen,,iDAI gazetteer
3152,Gelmeroda,,iDAI gazetteer
3153,Hochdorf,,iDAI gazetteer
3154,Kleinschwabhausen,,iDAI gazetteer
3155,Ottstedt,,iDAI gazetteer
3156,Umgebung von Weimar,Einzelfund,iDAI gazetteer
3157,Buhla,,iDAI gazetteer
3158,Grossbodungen (Hortfund),Schatzfund,iDAI gazetteer
3159,Haynrode,,iDAI gazetteer
3160,Kirchohmfeld (Hortfund),Schatzfund,iDAI gazetteer
3161,Teistungen,Einzelfund,iDAI gazetteer
3162,Erfurt (Innenstadt),,iDAI gazetteer
3163,Erfurt (Innenstadt) (Grabfund),Grabfund,iDAI gazetteer
3164,Erfurt-Bischleben,,iDAI gazetteer
3165,Erfurt-Bischleben (Hortfund),Schatzfund,iDAI gazetteer
3166,Erfurt-Bischleben (Grabfunde),Grabfund,iDAI gazetteer
3167,Erfurt-Gispersleben,Einzelfund,iDAI gazetteer
3168,Weimar,,iDAI gazetteer
3169,Weimar (Grabfunde),Grabfund,iDAI gazetteer
3170,Meuselwitz,Grabfund,iDAI gazetteer
3171,Pölzig,,iDAI gazetteer
3172,Cossengrün,,iDAI gazetteer
3173,Grosseutersdorf,,iDAI gazetteer
3174,Hirschroda,Einzelfund,iDAI gazetteer
3175,Umgebung von Kahla,,iDAI gazetteer
3176,Lützeroda,Einzelfund,iDAI gazetteer
3177,Maua,,iDAI gazetteer
3178,Harra,,iDAI gazetteer
3179,Gräfendorf-Dobian,,iDAI gazetteer
3180,Köstitz,Grabfund,iDAI gazetteer
3181,Ranis,,iDAI gazetteer
3182,Remda,,iDAI gazetteer
3183,Alter (Goßwitz),,iDAI gazetteer
3184,Kaulsdorf,,iDAI gazetteer
3185,Obernitz,,iDAI gazetteer
3186,Saalfeld,,iDAI gazetteer
3187,Hermsdorf,,iDAI gazetteer
